"Address","City","State","Zip","Longitude","Latitude"
"500 North West Georgia Ave","Sweetwater",TX,"79556",-100.4022,32.4501
"1604 West Barton Ave","Temple",TX,"76504",-97.3567,31.1035
"1614 Hwy 34 South","Terrell",TX,"75160",-96.2776,32.7033
"5201 N State Line Ave","Texarkana",TX,"75503",-94.0450,33.4693
"28673 I-45 North","The Woodlands",TX,"77381",-95.4528,30.1800
"24868 I-45 North","The Woodlands",TX,"77386",-95.4404,30.1240
"14000 Medical Complex Dr","Tomball",TX,"77375",-95.6334,30.0844
"1601 West Southwest Loop 323","Tyler",TX,"75701",-95.3206,32.3038
"2552 S SE Loop 323","Tyler",TX,"75701",-95.2658,32.3223
"3107 S Laurent Street","Victoria",TX,"77901",-96.9790,28.7675
"7603 N Navarro St","Victoria",TX,"77904",-96.9978,28.8662
"1110 South 9th St","Waco",TX,"76706",-97.1256,31.5454
"6003 Woodway Dr","Waco",TX,"76712",-97.1931,31.5105
"311 Stadium Dr","Waxahachie",TX,"75165",-96.8363,32.4166
"1915 Wall St","Weatherford",TX,"76086",-97.7901,32.7323
"520 West Bay Area Blvd","Webster",TX,"77598",-95.1339,29.5452
"1128 Central Fwy North","Wichita Falls",TX,"76306",-98.5187,33.9351
"2511 E Montgomery Place","Wichita Falls",TX,"76308",-98.5332,33.8632
"226 Spur 5","Winnie",TX,"77665",-94.3838,29.8300
"1965 North 1200 West","Layton",UT,"84041",-111.9880,41.0883
"853 S Hwy 89/91","Logan",UT,"84321",-111.8362,41.7165
"7231 South Catalpa St","Midvale",UT,"84047",-111.9025,40.6199
"815 South Main St","Moab",UT,"84532",-109.5473,38.5615
"1100 West 780 North","Orem",UT,"84057",-111.7222,40.3113
"521 West University Pkwy","Orem",UT,"84058",-111.7082,40.2727
"1460 South University Ave","Provo",UT,"84601",-111.6599,40.2140
"91 East 2680 South","Saint George",UT,"84790",-113.5828,37.0630
"4905 West Wiley Post Way","Salt Lake City",UT,"84116",-112.0082,40.7734
"3540 South 2200 West","Salt Lake City",UT,"84119",-111.9486,40.6956
"792 Zion Park Blvd","Springdale",UT,"84767",-112.9973,37.1894
"16280 International Street","Doswell",VA,"23047",-77.4464,37.8499
"3320 Candlers Mountain Road","Lynchburg",VA,"24502",-79.1753,37.3683
"1301 Huguenot Rd","Midlothian",VA,"23113",-77.6116,37.5093
"1387 North Military Hwy","Norfolk",VA,"23502",-76.2110,36.8718
"1450 Tyler Ave","Radford",VA,"24141",-80.5404,37.1268
"9040 Pams Ave","Richmond",VA,"23237",-77.4276,37.4011
"140 Sheraton Dr","Salem",VA,"24153",-80.0324,37.3213
"2800 Pacific Ave","Virginia Beach",VA,"23451",-75.9787,36.8564
"192 Newtown Rd","Virginia Beach",VA,"23462",-76.1846,36.8436
"600 Bypass Road","Williamsburg",VA,"23185",-76.7098,37.2838
"1800 East Main St","Wytheville",VA,"24382",-81.0610,36.9477
"813 Fairfax Rd","Saint Albans",VT,"05478",-73.0730,44.7939
"1285 Williston Rd","South Burlington",VT,"05403",-73.1732,44.4672
"225 6th Street South East","Auburn",WA,"98002",-122.2271,47.3021
"1063 W Bakerview Rd","Bellingham",WA,"98226",-122.5098,48.7893
"12619 4th Ave West","Everett",WA,"98204",-122.2340,47.8833
"2600 South Quillan Pl","Kennewick",WA,"99338",-119.1765,46.1860
"10530 Northeast Northup Way","Kirkland",WA,"98033",-122.1998,47.6427
"4704 Park Center Ave Northeast","Lacey",WA,"98516",-122.8212,47.0494
"4300 Alderwood Mall Blvd","Lynnwood",WA,"98036",-122.2913,47.8172
"2224 8th Ave","Seattle",WA,"98121",-122.3395,47.6176
"2824 South 188th St","Seattle",WA,"98188",-122.2970,47.4351
"9601 N Newport Hwy","Spokane",WA,"99218",-117.4066,47.7449
"3808 North Sullivan Rd","Spokane Valley",WA,"99216",-117.1955,47.6913
"1425 East 27th St","Tacoma",WA,"98421",-122.4124,47.2396
"1500 Northeast 134th St","Vancouver",WA,"98685",-122.6566,45.7182
"520 N 2nd Ave","Walla Walla",WA,"99362",-118.3427,46.0710
"1905 North Wenatchee Ave","Wenatchee",WA,"98801",-120.3332,47.4516
"3800 West College Ave","Appleton",WI,"54914",-88.4623,44.2623
"3920 West College Ave","Appleton",WI,"54914",-88.4640,44.2627
"20391 West Bluemound Rd","Brookfield",WI,"53045",-88.1656,43.0350
"2801 Hillside Dr","Delafield",WI,"53018",-88.3720,43.0478
"5110 North Port Washington Rd","Glendale",WI,"53217",-87.9162,43.1096
"5423 North Port Washington Rd","Glendale",WI,"53217",-87.9171,43.1154
"5217 East Terrace Dr","Madison",WI,"53718",-89.2914,43.1435
"5442 North Lovers Ln Rd","Milwaukee",WI,"53225",-88.0556,43.1169
"15300 West Rock Ridge Rd","New Berlin",WI,"53151",-88.1052,42.9520
"7141 South 13th St","Oak Creek",WI,"53154",-87.9317,42.9149
"1886 Rath Lane","Oshkosh",WI,"54902",-88.5817,44.0328
"7540 118th Ave","Pleasant Prairie",WI,"53158",-87.9497,42.5665
"2932 Kohler Memorial Dr","Sheboygan",WI,"53081",-87.7458,43.7572
"4917 Main St","Stevens Point",WI,"54481",-89.5321,44.5231
"1910 Stewart Ave","Wausau",WI,"54401",-89.6595,44.9591
"101 Crossing Shopping Mall","Elkview",WV,"25071",-81.5005,38.4569
"106 Merchants Walk Shopping CE","Summersville",WV,"26651",-80.8340,38.2983
"400 West F St","Casper",WY,"82601",-106.3308,42.8575
"2410 West Lincolnway","Cheyenne",WY,"82009",-104.8476,41.1202
"2717 Dewar Dr","Rock Springs",WY,"82901",-109.2599,41.5792
